Year,Series,Reference area,Sex,Age,Degree of urbanisation,Income or wealth quantile,Education level,Occupation,Custom Breakdown,COMPOSITE_BREAKDOWN,Disability status,Economic activity,Type of product,Units,Value
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,17981600.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,18079873.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,17856592.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,18988171.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,19314126.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,19054109.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,20812705.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,22325670.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,20867026.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,22777272.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,23242415.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,23707557.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,24172700.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,18739611.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,18969080.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,19330811.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,19653887.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,19797029.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,20233496.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,20240803.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,21000593.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,21351757.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,22387723.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,22653791.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,22819644.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,23984160.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,24468586.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,24559381.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,25001006.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,25442630.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Grazed biomass and fodder crops (material flows),Metric Tons,25884255.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9530980.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9520762.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9506851.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9528734.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9506458.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9497818.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9469882.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9459152.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9447138.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9450200.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9505514.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9505842.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9345940.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9320421.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9438441.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9434845.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9425527.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Metric Tons,9416208.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,16871.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,16852.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,18040.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,19454.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,20216.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,20271.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,20730.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,21124.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,23889.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,27463.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,26650.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,33949.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,34215.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,31615.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,31615.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,32929.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,34244.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Metric Tons,35558.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,500878.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,240486.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,800746.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,700751.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,791300.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,1366119.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,1165373.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,1241154.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,1316935.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Metric Tons,1392715.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,472891.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,229683.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,774644.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,656149.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,735995.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,1312000.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,1120783.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,1193870.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,1266957.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Metric Tons,1340045.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,27987.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,10803.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,26102.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,44603.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,55305.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,54119.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,44590.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,47284.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,49977.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Metric Tons,52671.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,2646872.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,8069860.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,13754754.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,21756559.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,18994904.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,19017010.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,19045676.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,18032476.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,18254410.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,18685567.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,20093775.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,18465488.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,19303992.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,20805197.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,22010887.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,23398755.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,24786623.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Metric Tons,26174491.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1125000.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1196000.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,922000.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1004000.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,942000.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1123000.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,897000.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,925000.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1053000.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1189000.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1461000.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1594000.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1798000.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1726000.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,2131000.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1909068.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,1978864.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Metric Tons,2048661.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,430000.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,492000.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,228000.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,290000.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,257000.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,413000.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,259000.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,328000.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,309000.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,312000.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,505000.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,600000.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,720000.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,556000.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,806000.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,543000.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,571729.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Metric Tons,600457.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,695000.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,704000.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,694000.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,714000.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,685000.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,710000.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,638000.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,597000.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,744000.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,877000.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,956000.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,994000.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,1078000.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,1170000.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,1325000.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,1366068.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,1407136.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Metric Tons,1448204.0
